CustomerKey,Title,LastName,BirthDate,MaritalStatus,Suffix,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,AccessoriesBuyer,GeographyKey
21331,,James,9/7/1959,S,,M,"$60,000.00 ",2,0,Partial High School,Skilled Manual,1,2,4797 Sea Point Way,,811-555-0154,8/3/2012,5-10 Miles,North America,62,1,54
21332,,Carter,4/24/1960,M,,F,"$60,000.00 ",2,0,Partial High School,Skilled Manual,0,2,6081 Westminster Pl.,,513-555-0117,8/23/2012,1-2 Miles,North America,61,1,51
21333,,Allen,2/9/1959,M,,F,"$70,000.00 ",3,0,Graduate Degree,Management,1,2,204 Heathrow Court,,137-555-0131,7/10/2013,5-10 Miles,North America,62,0,553
21334,,Nelson,4/2/1959,S,,M,"$70,000.00 ",3,0,Graduate Degree,Management,1,2,2071 Babbe Street,,950-555-0111,8/4/2013,5-10 Miles,North America,62,1,338
21335,,Coleman,3/4/1959,M,,F,"$70,000.00 ",3,0,Graduate Degree,Management,1,2,1833 Benton Street,,127-555-0151,8/4/2013,5-10 Miles,North America,62,0,612
21336,,Perez,3/15/1959,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,322 Market Pl.,,181-555-0187,9/13/2012,5-10 Miles,North America,62,1,51
21337,,Smith,11/18/1963,S,,F,"$40,000.00 ",3,0,Partial College,Professional,1,2,1347 L St.,,119-555-0167,8/20/2013,5-10 Miles,North America,58,1,609
21338,,Price,11/18/1963,M,,F,"$40,000.00 ",3,0,Partial College,Professional,0,2,9344 Stony Hill Circle,,808-555-0135,8/13/2013,5-10 Miles,North America,58,1,299
21339,,Barnes,9/21/1953,S,,F,"$60,000.00 ",3,0,Graduate Degree,Management,0,2,9736 Colorado Dr.,,350-555-0153,2/3/2013,1-2 Miles,North America,68,1,70
21340,,Wang,10/31/1942,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,7575 Brown Dr,,553-555-0117,5/9/2013,10+ Miles,North America,79,1,641
21341,,Liu,3/15/1944,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,8024 Azores Court,,493-555-0141,1/7/2014,1-2 Miles,North America,77,1,311
21342,,Xie,5/21/1944,M,,F,"$70,000.00 ",5,0,Graduate Degree,Management,0,2,5886 Book Rd,,966-555-0151,8/7/2013,1-2 Miles,North America,77,1,300
21343,,Zeng,2/6/1949,M,,M,"$70,000.00 ",5,0,Graduate Degree,Management,1,2,6154 Cleveland Rd,,583-555-0197,8/30/2013,10+ Miles,North America,72,0,301
21344,,Perry,8/20/1954,M,,M,"$70,000.00 ",5,0,Graduate Degree,Management,0,2,95 Honey Trail Lane,,883-555-0116,9/15/2013,1-2 Miles,North America,67,1,335
21345,,Martinez,1/8/1944,M,,F,"$80,000.00 ",4,0,Graduate Degree,Management,1,2,6053 Hill Meadow Place,,154-555-0166,8/8/2013,5-10 Miles,North America,77,1,49
21346,,Rodriguez,3/1/1945,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,5536 Yolanda Circle,,886-555-0197,7/14/2013,1-2 Miles,North America,76,1,368
21347,,Raji,10/9/1944,S,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,912 Fremont St.,,771-555-0191,1/28/2014,10+ Miles,North America,77,1,49
21348,,Patterson,4/14/1945,M,,F,"$70,000.00 ",5,0,Graduate Degree,Management,1,2,3162 Glazier Dr.,,396-555-0117,9/1/2012,1-2 Miles,North America,76,1,52
21349,,Kelly,3/21/1945,M,,M,"$70,000.00 ",5,0,Graduate Degree,Management,0,2,1270 Danesta Dr.,,856-555-0118,9/25/2012,1-2 Miles,North America,76,0,54
21350,,Sharma,10/30/1945,M,,F,"$70,000.00 ",5,0,Graduate Degree,Management,1,2,9531 Tri-state Ave,,971-555-0165,2/23/2013,10+ Miles,North America,76,1,307
21351,,Coleman,1/24/1946,M,,M,"$70,000.00 ",5,0,Graduate Degree,Management,1,2,7798 Longbrood Way,,387-555-0129,10/27/2013,10+ Miles,North America,75,1,334
21352,,Long,9/10/1946,M,,F,"$50,000.00 ",4,0,Bachelors,Management,1,2,5577 Laredo,,912-555-0160,9/11/2012,1-2 Miles,North America,75,1,68
21353,,Wu,7/5/1946,S,,F,"$50,000.00 ",4,0,Bachelors,Management,1,2,7057 Striped Maple Court,,646-555-0113,7/14/2013,10+ Miles,North America,75,1,610
21354,,Bailey,4/15/1947,S,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,4250 Huston Rd,,669-555-0153,9/8/2012,10+ Miles,North America,74,1,52
21355,,Diaz,2/16/1947,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,5842 Standing Grove Dr.,,166-555-0170,10/1/2013,10+ Miles,North America,74,1,627
21356,,Evans,6/6/1947,S,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,9669 T St.,,563-555-0138,10/24/2013,10+ Miles,North America,74,0,335
21357,,Nelson,11/1/1946,S,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,"100, rue des Rosiers",,835-555-0113,9/29/2013,10+ Miles,North America,75,1,616
21358,,Reed,10/30/1946,M,,M,"$70,000.00 ",5,0,Graduate Degree,Management,1,2,3061 Arcadia Pl.,,935-555-0176,3/25/2013,10+ Miles,North America,75,1,348
21359,,Luo,5/23/1957,M,,M,"$30,000.00 ",2,0,Partial College,Clerical,0,2,3374 Edward Ave.,,1 (11) 500 555-0186,2/14/2012,1-2 Miles,Pacific,64,1,12
21360,,Gill,5/12/1953,M,,M,"$20,000.00 ",4,0,High School,Skilled Manual,1,2,5277 Stephine Way,,1 (11) 500 555-0179,9/9/2013,5-10 Miles,Pacific,68,1,6
21361,,Romero,9/12/1952,M,,M,"$30,000.00 ",2,0,Partial College,Clerical,0,2,7223 Cortes,,1 (11) 500 555-0188,2/15/2012,1-2 Miles,Pacific,69,1,37
21362,,Evans,9/16/1958,M,,M,"$30,000.00 ",2,0,Partial College,Clerical,0,2,1524 Reva Dr.,,1 (11) 500 555-0169,1/19/2014,5-10 Miles,Pacific,63,1,39
21363,,Arthur,8/8/1953,M,,F,"$10,000.00 ",2,1,Partial High School,Clerical,1,2,6872 Sandalwood Dr.,,1 (11) 500 555-0111,4/27/2013,1-2 Miles,Pacific,68,1,29
21364,,Gray,10/7/1982,S,,M,"$40,000.00 ",0,0,Partial High School,Clerical,0,2,5948 Seeno St.,,681-555-0140,1/26/2014,5-10 Miles,North America,39,1,54
21365,,Ramos,12/4/1953,M,,F,"$10,000.00 ",2,1,Partial High School,Clerical,1,2,3320 Kentucky Dr.,,1 (11) 500 555-0181,4/27/2013,5-10 Miles,Pacific,68,1,7
21366,,Andersen,4/25/1954,M,,M,"$10,000.00 ",2,1,Partial High School,Clerical,1,2,5977 C Wharton Way,,1 (11) 500 555-0118,2/1/2013,5-10 Miles,Pacific,67,1,36
21367,,Rana,9/13/1953,M,,F,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,7879 Mt. Etna Drive,,1 (11) 500 555-0181,2/21/2013,5-10 Miles,Pacific,68,1,13
21368,,Collins,3/26/1983,M,,M,"$60,000.00 ",0,0,Partial College,Skilled Manual,1,2,8903 Suzanne Dr.,,882-555-0117,6/29/2013,5-10 Miles,North America,38,1,314
21369,,Rodriguez,7/16/1982,M,,F,"$70,000.00 ",0,0,Partial College,Skilled Manual,1,2,5209 Janin Pl.,,128-555-0196,9/29/2013,5-10 Miles,North America,39,1,359
21370,,Martinez,2/1/1960,M,,M,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,7629 Alier Dr.,,1 (11) 500 555-0161,7/16/2013,1-2 Miles,Pacific,61,1,36
21371,,Patel,10/11/1954,M,,F,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,6385 Holiday Hill Dr.,,1 (11) 500 555-0159,7/6/2013,5-10 Miles,Pacific,67,1,9
21372,,Raje,9/15/1954,S,,M,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,2759 Carrick Ct.,,1 (11) 500 555-0196,8/21/2013,5-10 Miles,Pacific,67,1,26
21373,,Liu,8/22/1954,M,,M,"$20,000.00 ",2,1,Partial High School,Clerical,0,2,4160 Saranap,,1 (11) 500 555-0115,3/12/2013,1-2 Miles,Pacific,67,1,37
21374,,Zhou,5/3/1955,M,,F,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,8961 Abbey Court,,1 (11) 500 555-0133,3/11/2013,5-10 Miles,Pacific,66,1,18
21375,,Sharma,11/21/1954,S,,M,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,9072 Roland Drive,,1 (11) 500 555-0150,3/2/2013,5-10 Miles,Pacific,67,1,18
21376,,Ramos,9/6/1966,M,,F,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,7412 N. Civic Drive,,1 (11) 500 555-0127,8/25/2013,1-2 Miles,Pacific,55,1,39
21377,,Bailey,8/17/1955,S,,F,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,3177 Lincoln Drive,,1 (11) 500 555-0185,6/4/2013,5-10 Miles,Pacific,66,0,4
21378,,Diaz,6/7/1956,M,,F,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,1133 Beauer Lane,,1 (11) 500 555-0116,7/17/2013,5-10 Miles,Pacific,65,0,31
21379,,Huang,10/6/1955,M,,F,"$30,000.00 ",3,0,Partial College,Clerical,0,2,156 Ulfinian Way,,1 (11) 500 555-0122,2/14/2012,1-2 Miles,Pacific,66,0,4
21380,,Sara,12/2/1955,M,,F,"$30,000.00 ",3,0,Partial College,Clerical,0,2,7402 Oakgrove Rd,,1 (11) 500 555-0127,2/11/2012,1-2 Miles,Pacific,66,1,4
21381,,Ruiz,7/2/1955,M,,M,"$30,000.00 ",3,0,Partial College,Clerical,0,2,2262 Main Street,,1 (11) 500 555-0190,11/13/2013,5-10 Miles,Pacific,66,0,15
21382,,Chander,5/20/1961,M,,M,"$30,000.00 ",3,0,Partial College,Clerical,0,2,1108 Cactus Court,,1 (11) 500 555-0133,2/9/2013,5-10 Miles,Pacific,60,0,25
21383,,Anand,8/7/1962,M,,M,"$20,000.00 ",2,1,Partial High School,Clerical,1,2,4912 Roundhouse Place,,1 (11) 500 555-0117,10/31/2013,1-2 Miles,Pacific,59,0,32
21384,,Lin,5/23/1957,M,,M,"$30,000.00 ",3,0,High School,Skilled Manual,0,2,9016 Clear,,1 (11) 500 555-0115,2/17/2012,1-2 Miles,Pacific,64,1,12
21385,,Peterson,12/21/1985,S,,F,"$30,000.00 ",0,0,Partial College,Skilled Manual,1,2,2128 Holland Drive.,,852-555-0190,12/18/2013,5-10 Miles,North America,35,1,312
21386,,Wood,3/10/1986,S,,F,"$30,000.00 ",0,0,Partial College,Skilled Manual,1,2,4197 Ironwood Drive,# 1,587-555-0126,12/26/2013,5-10 Miles,North America,35,0,322
21387,,Diaz,6/1/1957,S,,M,"$30,000.00 ",3,0,High School,Skilled Manual,1,2,6898 Shaw Rd.,,1 (11) 500 555-0187,2/3/2012,5-10 Miles,Pacific,64,1,26
21388,,Lee,12/24/1984,S,,F,"$80,000.00 ",0,0,Bachelors,Management,0,1,1994 Shakespeare Drive,,316-555-0115,10/15/2013,0-1 Miles,North America,36,0,546
21389,,Sun,6/13/1958,M,,F,"$30,000.00 ",3,0,High School,Skilled Manual,0,2,2665 B Wildbrook Ct,,1 (11) 500 555-0117,2/5/2012,1-2 Miles,Pacific,63,1,40
21390,,Becker,4/12/1964,M,,M,"$40,000.00 ",3,0,Partial College,Skilled Manual,0,2,4044 Sun View Dr.,,1 (11) 500 555-0120,12/8/2013,1-2 Miles,Pacific,57,1,7
21391,,Xie,1/1/1960,M,,F,"$40,000.00 ",3,0,Partial High School,Clerical,0,2,3132 Jacqueline Drive,,1 (11) 500 555-0119,2/5/2013,1-2 Miles,Pacific,61,1,21
21392,,Lin,8/22/1959,M,,F,"$40,000.00 ",3,0,Partial High School,Clerical,0,2,4116 Rubiem Ct,,1 (11) 500 555-0171,11/17/2013,1-2 Miles,Pacific,62,1,26
21393,,Arun,10/26/1959,S,,F,"$70,000.00 ",2,0,Partial College,Skilled Manual,0,2,8274 Springvale Court,,1 (11) 500 555-0176,2/3/2012,1-2 Miles,Pacific,62,1,33
21394,,Parker,5/23/1960,S,,F,"$70,000.00 ",2,0,Partial College,Skilled Manual,1,2,9206 Hamiliton Ave.,,1 (11) 500 555-0153,1/31/2012,5-10 Miles,Pacific,61,1,40
21395,,Hughes,5/19/1981,M,,F,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,2,2934 Pine Creek Way,,952-555-0171,1/5/2014,5-10 Miles,North America,40,1,609
21396,,Martinez,6/17/1981,S,,F,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,2,9634 Monte Vista Road,,511-555-0189,10/2/2013,1-2 Miles,North America,40,0,612
21397,,Howard,6/5/1986,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,1292 Marsh Elder,,547-555-0167,7/17/2013,5-10 Miles,North America,35,1,631
21398,,Diaz,3/21/1986,M,,M,"$60,000.00 ",0,0,Partial College,Skilled Manual,1,2,3397 Farm Bureau Road,,136-555-0124,11/25/2013,5-10 Miles,North America,35,1,372
21399,,Hughes,5/24/1981,M,,M,"$60,000.00 ",0,0,Partial College,Skilled Manual,1,2,3162 Chaucer Drive,,240-555-0189,10/29/2013,5-10 Miles,North America,40,1,385
21400,,Campbell,11/21/1984,S,,M,"$60,000.00 ",0,0,Partial College,Skilled Manual,0,2,827 Nulty Dr.,,418-555-0138,9/14/2012,1-2 Miles,North America,37,1,50
21401,,Powell,4/9/1984,S,,M,"$60,000.00 ",0,0,Partial College,Professional,1,2,451 Creed Ave,,277-555-0122,10/13/2013,5-10 Miles,North America,37,0,543
21402,,King,12/25/1961,M,,M,"$80,000.00 ",2,0,High School,Skilled Manual,0,2,6978 Lisa Lee Lane,,1 (11) 500 555-0117,2/20/2012,1-2 Miles,Pacific,59,0,19
21403,Ms.,Roy,4/18/1963,S,,M,"$70,000.00 ",2,0,High School,Professional,0,2,6030 Winter Drive,,953-555-0100,2/9/2012,1-2 Miles,Pacific,58,1,26
21404,,Sanz,12/17/1962,S,,M,"$70,000.00 ",2,0,High School,Professional,0,2,8964 Sanford St,,1 (11) 500 555-0175,2/21/2012,1-2 Miles,Pacific,59,1,25
21405,,Shen,3/22/1975,M,,F,"$110,000.00 ",5,1,Bachelors,Management,1,4,853 Serpentine,,1 (11) 500 555-0165,6/27/2013,2-5 Miles,Pacific,46,1,23
21406,,Chandra,10/9/1964,M,,M,"$110,000.00 ",4,1,Bachelors,Management,1,4,6454 Denkinger Road,,1 (11) 500 555-0162,3/18/2013,0-1 Miles,Pacific,57,1,33
21407,,Lin,1/30/1970,M,,M,"$110,000.00 ",4,1,Bachelors,Management,1,4,8553 Calhoun Court,,1 (11) 500 555-0116,1/28/2013,2-5 Miles,Pacific,51,1,33
21408,,Chen,12/3/1964,M,,F,"$110,000.00 ",4,1,Bachelors,Management,1,4,9940 Northwood Dr.,,1 (11) 500 555-0121,2/9/2012,2-5 Miles,Pacific,57,0,32
21409,,Deng,12/22/1964,M,,M,"$110,000.00 ",1,1,Bachelors,Management,1,4,9905 Scenic Drive,,1 (11) 500 555-0192,4/24/2013,2-5 Miles,Pacific,56,1,36
21410,,Zhang,8/3/1984,M,,M,"$70,000.00 ",0,0,Partial College,Professional,0,2,705 Temple Drive,,300-555-0119,11/14/2013,0-1 Miles,North America,37,1,614
21411,,Kelly,1/9/1979,S,,F,"$70,000.00 ",0,0,Partial College,Professional,0,2,3035 Blackfield Dr.,,617-555-0184,11/27/2013,0-1 Miles,North America,42,1,335
21412,,Alexander,3/25/1980,M,,M,"$50,000.00 ",0,0,High School,Professional,1,2,4667 Cook Pk,,170-555-0180,2/5/2013,5-10 Miles,North America,41,1,62
21413,,Robinson,7/8/1979,M,,M,"$60,000.00 ",0,0,Partial College,Professional,1,2,2886 Chaparral Court,Space # 45,514-555-0138,6/24/2013,5-10 Miles,North America,42,1,618
21414,,Butler,12/5/1979,M,,M,"$60,000.00 ",0,0,Partial College,Professional,1,2,9761 Darnett Circle,,466-555-0180,12/26/2013,5-10 Miles,North America,42,1,543
21415,,Sanchez,1/19/1980,S,,F,"$60,000.00 ",0,0,Partial College,Professional,1,2,2898 Forest Way,,817-555-0114,10/11/2013,5-10 Miles,North America,41,1,634
21416,,Butler,4/14/1985,S,,M,"$60,000.00 ",0,0,Partial College,Professional,0,2,4603 Brock Lane,,746-555-0154,10/21/2013,1-2 Miles,North America,36,1,300
21417,,Torres,1/1/1980,S,,F,"$60,000.00 ",0,0,Partial College,Professional,0,2,4108 Yukon Street,,622-555-0128,10/21/2013,1-2 Miles,North America,41,1,301
21418,,Chapman,7/22/1964,M,,F,"$120,000.00 ",1,2,Bachelors,Management,1,2,7270 Pepperidge Way,,1 (11) 500 555-0169,2/9/2012,2-5 Miles,Pacific,57,1,20
21419,,Ma,12/9/1971,M,,M,"$120,000.00 ",2,2,Bachelors,Management,1,3,7151 Corte Bonita,,415-555-0138,5/22/2013,0-1 Miles,North America,50,1,312
21420,,Carter,9/13/1968,S,,F,"$70,000.00 ",2,0,Partial High School,Skilled Manual,0,2,6406 Golden Leaf Way,,690-555-0198,10/30/2013,1-2 Miles,North America,53,1,338
21421,,Ross,2/20/1968,M,,F,"$60,000.00 ",2,0,High School,Professional,1,2,5629 Tara St.,,969-555-0118,7/22/2013,5-10 Miles,North America,53,1,638
21422,,Wood,7/12/1962,M,,F,"$80,000.00 ",2,1,Bachelors,Management,1,0,782 Veale Avenue,,589-555-0146,11/2/2013,2-5 Miles,North America,59,1,348
21423,,Adams,1/16/1963,S,,M,"$90,000.00 ",2,0,Partial College,Professional,1,1,8308 La Salle Ave.,,895-555-0169,9/20/2012,2-5 Miles,North America,58,1,71
21424,,Alexander,2/28/1973,M,,F,"$60,000.00 ",2,0,High School,Professional,0,2,9170 Plymouth Dr.,,383-555-0160,10/9/2013,1-2 Miles,North America,48,0,316
21425,,Hall,12/25/1961,M,,M,"$60,000.00 ",2,0,High School,Professional,0,2,8306 Sun Tree Lane,,511-555-0178,7/7/2013,5-10 Miles,North America,59,1,343
21426,,Raje,4/5/1962,M,,M,"$60,000.00 ",2,0,High School,Professional,0,2,7053 Santa Maria Ct.,,580-555-0193,10/17/2013,1-2 Miles,North America,59,1,310
21427,,Foster,1/31/1962,M,,F,"$70,000.00 ",3,0,Partial College,Professional,0,2,920 Broadway,,847-555-0163,11/28/2013,5-10 Miles,North America,59,1,632
21428,,Brooks,6/13/1962,M,,F,"$70,000.00 ",3,0,Partial College,Professional,0,2,505 Lyman Rd,,971-555-0172,11/22/2013,5-10 Miles,North America,59,1,612
21429,,Sandberg,6/4/1978,M,,F,"$70,000.00 ",3,0,Partial College,Professional,1,2,2000 Thornwood Dr.,,499-555-0176,12/18/2013,5-10 Miles,North America,43,0,547
21430,,Morgan,4/4/1938,M,,F,"$90,000.00 ",3,0,Graduate Degree,Management,1,1,6766 Sea Ranch Ct.,,117-555-0165,9/14/2013,5-10 Miles,North America,83,1,301
21431,,Kapoor,4/15/1976,S,,M,"$80,000.00 ",0,0,Bachelors,Management,0,1,3788 Gordon Ct.,,298-555-0129,12/26/2013,2-5 Miles,North America,45,1,49
21432,,Ward,5/27/1971,M,,F,"$100,000.00 ",3,1,Bachelors,Management,1,4,9704 Pineknoll,,283-555-0142,3/6/2013,2-5 Miles,North America,50,1,616
21433,,Martinez,8/1/1976,M,,M,"$110,000.00 ",3,2,Bachelors,Management,1,4,3261 Vista Bonita,,411-555-0118,8/19/2013,2-5 Miles,North America,45,1,311
21434,,Smith,3/31/1971,S,,F,"$130,000.00 ",1,2,Graduate Degree,Management,0,1,4173 Signal Court,,397-555-0119,12/26/2013,0-1 Miles,North America,50,0,361
21435,,Alexander,4/9/1976,S,,M,"$150,000.00 ",0,0,Bachelors,Management,0,2,2282 Near Dr,,203-555-0156,12/18/2013,0-1 Miles,North America,45,0,369
21436,,Serrano,10/23/1973,S,,F,"$70,000.00 ",1,0,Bachelors,Professional,1,1,2844 Barcelona,,597-555-0129,12/26/2013,2-5 Miles,North America,48,1,611
21437,,Sara,3/5/1968,S,,F,"$70,000.00 ",1,0,Bachelors,Professional,0,1,7208 Peach Place,,226-555-0111,12/23/2013,2-5 Miles,North America,53,1,307
21438,,Price,10/14/1967,S,,M,"$70,000.00 ",1,0,Bachelors,Professional,0,1,266 H Street,,589-555-0197,1/10/2013,2-5 Miles,North America,54,1,368
21439,,Clark,1/14/1973,S,,M,"$70,000.00 ",1,0,Bachelors,Professional,1,1,6432 Vista Way,,621-555-0111,1/6/2013,2-5 Miles,North America,48,0,634
21440,,Morgan,8/14/1967,S,,M,"$70,000.00 ",1,0,Bachelors,Professional,0,1,2750 Alicante Court,,489-555-0198,12/29/2012,2-5 Miles,North America,54,1,336
21441,,Nelson,8/10/1953,M,,M,"$50,000.00 ",4,0,Bachelors,Management,1,2,1631 Via Cordona,,262-555-0173,1/13/2014,10+ Miles,North America,68,1,60
21442,,Cook,5/18/1953,S,,F,"$50,000.00 ",4,0,Bachelors,Management,1,2,7664 Castle Rock Rd.,,400-555-0133,2/11/2013,10+ Miles,North America,68,1,331
21443,,Morgan,11/7/1947,M,,F,"$70,000.00 ",5,0,Bachelors,Management,1,2,3521 Fourth St.,#607,119-555-0117,2/26/2013,10+ Miles,North America,74,1,631
21444,,Lopez,6/21/1948,M,,M,"$70,000.00 ",5,0,Bachelors,Management,1,2,2983 Carlisle Way,,812-555-0117,5/25/2013,1-2 Miles,North America,73,1,352
21445,,Evans,9/13/1948,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,2015 Bella Avenue,,445-555-0120,2/28/2013,10+ Miles,North America,73,1,609
21446,,Barnes,4/14/1949,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,0,2,7957 Soto St.,,149-555-0199,5/9/2013,1-2 Miles,North America,72,1,68
21447,,Harris,8/25/1948,M,,M,"$70,000.00 ",5,0,Bachelors,Management,1,2,2226 Wilson Lane,,651-555-0159,7/10/2013,10+ Miles,North America,73,1,60
21448,,Nelson,10/1/1948,M,,F,"$80,000.00 ",5,0,Bachelors,Management,0,2,"32, chaussée de Tournai",,990-555-0110,1/20/2013,1-2 Miles,North America,73,0,311
21449,,Raheem,7/21/1948,M,,M,"$80,000.00 ",5,0,Bachelors,Management,1,2,8740 Vista Way,,344-555-0123,5/19/2013,5-10 Miles,North America,73,1,311
21450,,Bryant,8/6/1949,M,,M,"$40,000.00 ",4,0,High School,Professional,0,2,7111 Stinson,Unit E,161-555-0172,10/29/2013,1-2 Miles,North America,72,1,68
21451,,Ross,4/27/1950,M,,F,"$40,000.00 ",4,0,High School,Professional,1,2,6564 Bellwood Dr,,844-555-0175,6/24/2013,10+ Miles,North America,71,1,311
21452,,Bailey,11/18/1949,M,,M,"$40,000.00 ",4,0,High School,Professional,1,2,1553 Richard Ave.,,439-555-0162,6/29/2013,10+ Miles,North America,72,1,539
21453,,Deng,2/17/1955,M,,M,"$70,000.00 ",4,0,Bachelors,Management,1,2,7495 Morgan Territory Rd.,,259-555-0135,3/8/2013,1-2 Miles,North America,66,1,49
21454,,Goldstein,8/6/1949,M,,M,"$70,000.00 ",4,0,Bachelors,Management,1,2,7111 Stinson,Unit E,831-555-0111,10/29/2013,1-2 Miles,North America,72,1,311
21455,,Shan,6/17/1951,M,,M,"$40,000.00 ",4,0,High School,Professional,0,2,1769 Listing Ct,,684-555-0133,5/12/2013,10+ Miles,North America,70,1,609
21456,,Gonzales,8/26/1950,M,,M,"$40,000.00 ",4,0,High School,Professional,0,2,302 Via Cordona Ln.,,789-555-0171,5/7/2013,10+ Miles,North America,71,1,543
21457,,Serrano,3/24/1951,M,,M,"$40,000.00 ",5,0,High School,Professional,0,2,3841 Frisbie Ct,,559-555-0197,9/27/2013,2-5 Miles,North America,70,1,300
21458,,Price,5/8/1956,M,,M,"$40,000.00 ",5,0,High School,Professional,0,2,1419 Second St.,,311-555-0136,6/15/2013,2-5 Miles,North America,65,1,335
21459,,Alexander,3/24/1951,M,,M,"$70,000.00 ",4,0,Bachelors,Management,0,2,6286 Ronda Ct,,159-555-0117,2/15/2013,2-5 Miles,North America,70,1,374
21460,,Carter,2/4/1951,M,,M,"$70,000.00 ",4,0,Bachelors,Management,1,2,8963 Dumbarton Street,,265-555-0124,7/22/2013,2-5 Miles,North America,70,1,372
21461,,Simmons,11/30/1950,M,,F,"$70,000.00 ",5,0,Bachelors,Management,1,2,4947 Noah Court,,163-555-0162,10/30/2013,10+ Miles,North America,71,1,60
21462,,Nelson,3/2/1951,S,,F,"$70,000.00 ",5,0,Bachelors,Management,0,2,1949 M St.,,248-555-0180,12/18/2013,2-5 Miles,North America,70,1,345
21463,,Roberts,4/24/1951,M,,M,"$70,000.00 ",5,0,Bachelors,Management,1,2,3906 El Dorado Way,,460-555-0143,8/7/2013,2-5 Miles,North America,70,1,372
21464,,Griffin,10/7/1950,M,,M,"$70,000.00 ",5,0,Bachelors,Management,1,2,7910 Mary Dr.,,489-555-0193,11/21/2013,10+ Miles,North America,71,1,51
21465,,Shan,10/29/1951,M,,M,"$70,000.00 ",5,0,Bachelors,Management,1,3,496 Ashwood Dr,,833-555-0111,1/10/2013,10+ Miles,North America,70,1,360
21466,,Jones,9/5/1951,M,,M,"$70,000.00 ",5,0,Bachelors,Management,0,3,511 El Rancho Drive,,742-555-0181,1/23/2013,2-5 Miles,North America,70,1,542
21467,,Harris,1/31/1952,M,,M,"$60,000.00 ",4,0,Bachelors,Management,1,2,3360 Hazelwood Lane,,715-555-0178,9/18/2013,10+ Miles,North America,69,1,632
21468,,Yang,2/24/1952,M,,M,"$60,000.00 ",4,0,Bachelors,Management,1,2,661 Cardinal Dr,,473-555-0111,9/13/2013,10+ Miles,North America,69,1,336
21469,,Bell,3/26/1953,S,,F,"$70,000.00 ",2,1,Partial College,Professional,0,1,3606 Bishop Drive,,802-555-0122,1/10/2013,2-5 Miles,North America,68,1,316
21470,,Jenkins,9/12/1952,S,,F,"$70,000.00 ",2,1,Partial College,Professional,0,1,7223 Cortez,,125-555-0161,1/18/2013,2-5 Miles,North America,69,1,307
21471,,Carter,10/28/1952,M,,M,"$70,000.00 ",2,1,Partial College,Professional,1,1,8645 Michigan Blvd,,334-555-0110,4/4/2013,10+ Miles,North America,69,1,51
21472,,Ward,5/18/1953,M,,M,"$70,000.00 ",2,1,Partial College,Professional,1,1,7780 Limeridge Dr.,,626-555-0170,3/5/2013,2-5 Miles,North America,68,1,325
21473,,Rubio,4/10/1954,M,,F,"$40,000.00 ",2,1,High School,Professional,1,2,1479 Megan Dr,,783-555-0177,9/16/2013,2-5 Miles,North America,67,1,612
21474,,Gray,4/21/1954,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,1,8891 Mount Olivet Ct.,,406-555-0184,2/24/2013,10+ Miles,North America,67,1,623
21475,,Alexander,8/17/1959,M,,F,"$60,000.00 ",2,1,Bachelors,Management,1,0,1528 MapleView Drive,,466-555-0125,10/28/2013,2-5 Miles,North America,62,1,314
21476,,Jenkins,4/8/1954,M,,M,"$60,000.00 ",2,1,Bachelors,Management,0,0,5574 Martin St,,406-555-0179,10/23/2013,2-5 Miles,North America,67,1,315
21477,,Watson,12/8/1953,M,,F,"$60,000.00 ",2,1,Bachelors,Management,1,0,3634 Heather Pl,,819-555-0133,6/21/2013,10+ Miles,North America,68,1,339
21478,,Reed,1/11/1954,M,,F,"$60,000.00 ",2,1,Bachelors,Management,1,0,336 E Eagle Peak Rd.,,662-555-0145,10/13/2013,2-5 Miles,North America,67,1,343
